id,word_count,unique_words_count,word_count_above_mean,unique_words_count_above_mean,char_count,char_count_above_mean,avg_word_length,subjectivity,polarity,neg,neu,pos
4410,1,1,0,0,11,0,11.0,0.0,0.0,0,1,0
4411,2,2,0,0,4,0,2.0,0.0,0.0,0,1,0
4412,5,5,0,0,28,0,5.6,0.5178571428571428,-0.296,1,0,0
4413,4,4,0,0,16,0,4.0,0.0,0.0,0,1,0
4415,10,10,1,1,55,1,5.5,0.0,0.0,0,1,0
4416,6,6,0,0,34,0,5.666666666666667,0.0,-0.4404,1,0,0
4421,5,5,0,0,29,0,5.8,0.4,0.0,0,1,0
4423,12,12,1,1,63,1,5.25,0.5,0.849,0,0,1
4424,3,3,0,0,24,0,8.0,0.0,0.0,0,1,0
4425,11,11,1,1,52,1,4.7272727272727275,0.6,0.5346,0,0,1
4426,11,10,1,1,56,1,5.090909090909091,0.0,-0.5719,1,0,0
4427,8,8,0,0,41,0,5.125,0.6,-0.4767,1,0,0
4428,5,5,0,0,29,0,5.8,0.0,-0.6369,1,0,0
4430,4,4,0,0,14,0,3.5,0.0,0.0,0,1,0
4432,11,11,1,1,49,0,4.454545454545454,0.75,-0.743,1,0,0
4435,3,3,0,0,23,0,7.666666666666667,0.0,0.0,0,1,0
4436,11,11,1,1,60,1,5.454545454545454,0.41666666666666663,0.1779,0,0,1
4437,9,9,0,0,68,1,7.555555555555555,0.0,0.0,0,1,0
4438,16,16,1,1,84,1,5.25,0.9,0.5859,0,0,1
4440,9,9,0,0,68,1,7.555555555555555,0.0,0.0,0,1,0
4441,12,11,1,1,69,1,5.75,0.0,-0.5106,1,0,0
4442,4,4,0,0,24,0,6.0,0.0,0.0,0,1,0
4444,11,11,1,1,65,1,5.909090909090909,1.0,-0.0772,1,0,0
4445,8,8,0,0,47,0,5.875,0.5,0.4404,0,0,1
4448,9,9,0,0,48,0,5.333333333333333,0.7333333333333334,0.4215,0,0,1
4449,11,8,1,0,81,1,7.363636363636363,0.0,0.0,0,1,0
4450,13,13,1,1,54,1,4.153846153846154,0.0,-0.8519,1,0,0
4451,5,5,0,0,36,0,7.2,0.0,0.0,0,1,0
4452,12,11,1,1,76,1,6.333333333333333,0.6666666666666666,-0.6597,1,0,0
4454,6,6,0,0,30,0,5.0,0.0,0.0,0,1,0
4455,12,12,1,1,85,1,7.083333333333333,0.16666666666666666,0.6124,0,0,1
4456,6,6,0,0,37,0,6.166666666666667,0.0,0.0,0,1,0
4457,9,9,0,0,60,1,6.666666666666667,0.0,-0.5994,1,0,0
4458,8,7,0,0,32,0,4.0,0.0,-0.2732,1,0,0
4459,6,4,0,0,23,0,3.8333333333333335,0.0,0.0,0,1,0
4463,11,10,1,1,58,1,5.2727272727272725,0.0,-0.4588,1,0,0
4464,6,6,0,0,45,0,7.5,0.0,0.0,0,1,0
4465,8,8,0,0,38,0,4.75,0.6444444444444444,0.5859,0,0,1
4466,15,13,1,1,66,1,4.4,0.5583333333333333,0.5994,0,0,1
4468,11,11,1,1,50,0,4.545454545454546,0.55,-0.6486,1,0,0
4470,10,10,1,1,82,1,8.2,0.4,0.3818,0,0,1
4471,11,11,1,1,64,1,5.818181818181818,0.5,0.4404,0,0,1
4472,11,11,1,1,67,1,6.090909090909091,0.9,-0.3612,1,0,0
4476,15,15,1,1,69,1,4.6,0.0,-0.34,1,0,0
4478,11,11,1,1,63,1,5.7272727272727275,0.2,0.3612,0,0,1
4479,10,10,1,1,68,1,6.8,0.1,0.5106,0,0,1
4480,6,6,0,0,41,0,6.833333333333333,0.4,-0.4767,1,0,0
4482,9,8,0,0,56,1,6.222222222222222,0.45454545454545453,0.0,0,1,0
4486,11,11,1,1,59,1,5.363636363636363,0.7555555555555555,0.6115,0,0,1
4487,11,10,1,1,76,1,6.909090909090909,1.0,-0.7269,1,0,0
4488,12,10,1,1,80,1,6.666666666666667,0.0,0.0,0,1,0
4489,5,5,0,0,21,0,4.2,0.0,-0.1531,1,0,0
4490,13,13,1,1,102,1,7.846153846153846,0.5,0.6124,0,0,1
4491,15,15,1,1,95,1,6.333333333333333,0.0,-0.4019,1,0,0
4492,11,9,1,0,63,1,5.7272727272727275,0.0,0.3612,0,0,1
4493,11,11,1,1,56,1,5.090909090909091,0.8,0.0,0,1,0
4494,8,8,0,0,49,0,6.125,0.625,0.0,0,1,0
4496,6,6,0,0,36,0,6.0,0.0,-0.5994,1,0,0
4498,9,9,0,0,68,1,7.555555555555555,0.0,-0.5106,1,0,0
4499,17,15,1,1,74,1,4.352941176470588,0.55,-0.6124,1,0,0
4503,4,3,0,0,13,0,3.25,0.0,-0.3818,1,0,0
4504,7,7,0,0,38,0,5.428571428571429,0.8500000000000001,-0.3818,1,0,0
4507,17,15,1,1,74,1,4.352941176470588,0.55,-0.6124,1,0,0
4508,2,2,0,0,16,0,8.0,0.0,-0.3818,1,0,0
4509,3,2,0,0,5,0,1.6666666666666667,0.0,0.0,0,1,0
4511,11,11,1,1,61,1,5.545454545454546,0.45454545454545453,-0.4215,1,0,0
4514,12,11,1,1,94,1,7.833333333333333,0.0,-0.4767,1,0,0
4515,11,10,1,1,68,1,6.181818181818182,0.5,-0.1779,1,0,0
4516,9,9,0,0,72,1,8.0,0.0,-0.3818,1,0,0
4517,10,10,1,1,50,0,5.0,0.45454545454545453,-0.3818,1,0,0
4518,9,8,0,0,57,1,6.333333333333333,0.0,-0.25,1,0,0
4519,15,11,1,1,63,1,4.2,0.0,-0.3818,1,0,0
4520,17,14,1,1,90,1,5.294117647058823,0.16818181818181818,0.0258,0,1,0
4521,17,15,1,1,75,1,4.411764705882353,0.55,-0.3818,1,0,0
4522,17,17,1,1,103,1,6.0588235294117645,0.4,-0.3818,1,0,0
4523,18,17,1,1,111,1,6.166666666666667,0.0,-0.7717,1,0,0
4524,6,6,0,0,49,0,8.166666666666666,0.0,-0.6249,1,0,0
4525,8,8,0,0,45,0,5.625,0.9090909090909091,0.0258,0,1,0
4526,7,7,0,0,41,0,5.857142857142857,0.0,0.0,0,1,0
4527,15,13,1,1,89,1,5.933333333333334,0.0,-0.3818,1,0,0
4528,15,15,1,1,64,1,4.266666666666667,0.8333333333333334,-0.1316,1,0,0
4529,11,11,1,1,90,1,8.181818181818182,0.0,-0.3818,1,0,0
4530,15,15,1,1,89,1,5.933333333333334,0.17222222222222225,-0.1027,1,0,0
4531,12,12,1,1,79,1,6.583333333333333,0.0,-0.3818,1,0,0
4533,4,4,0,0,31,0,7.75,0.0,0.1531,0,0,1
4534,8,8,0,0,46,0,5.75,0.0,-0.3818,1,0,0
4537,17,16,1,1,91,1,5.352941176470588,0.2,-0.7184,1,0,0
4538,10,10,1,1,48,0,4.8,0.0,-0.1779,1,0,0
4539,13,13,1,1,84,1,6.461538461538462,0.0,-0.1779,1,0,0
4541,11,10,1,1,65,1,5.909090909090909,0.58,0.9423,0,0,1
4542,14,14,1,1,89,1,6.357142857142857,0.0,0.3818,0,0,1
4543,12,12,1,1,74,1,6.166666666666667,0.13333333333333333,0.5574,0,0,1
4544,11,10,1,1,56,1,5.090909090909091,0.5,0.1027,0,0,1
4546,15,14,1,1,81,1,5.4,0.45454545454545453,-0.3818,1,0,0
4547,11,11,1,1,59,1,5.363636363636363,0.375,-0.3818,1,0,0
4548,5,5,0,0,33,0,6.6,0.0,-0.3818,1,0,0
4549,4,4,0,0,15,0,3.75,0.0,-0.0258,0,1,0
4550,12,10,1,1,50,0,4.166666666666667,0.5,-0.3818,1,0,0
4551,9,9,0,0,65,1,7.222222222222222,0.65,-0.6908,1,0,0
4553,12,8,1,0,78,1,6.5,0.0,-0.6369,1,0,0
4556,1,1,0,0,0,0,0.0,0.0,0.0,0,1,0
4557,10,10,1,1,65,1,6.5,1.0,0.4927,0,0,1
4561,8,6,0,0,27,0,3.375,0.6000000000000001,0.0772,0,0,1
4562,9,9,0,0,64,1,7.111111111111111,0.0,-0.765,1,0,0
4563,8,7,0,0,42,0,5.25,0.0,-0.3818,1,0,0
4564,20,19,1,1,106,1,5.3,0.3,-0.6597,1,0,0
4565,9,9,0,0,62,1,6.888888888888889,0.0,-0.3818,1,0,0
4567,10,10,1,1,50,0,5.0,0.45454545454545453,0.1531,0,0,1
4568,15,15,1,1,82,1,5.466666666666667,0.5,-0.5859,1,0,0
4569,10,9,1,0,49,0,4.9,0.0,-0.3818,1,0,0
4571,7,7,0,0,38,0,5.428571428571429,1.0,0.4767,0,0,1
4573,8,8,0,0,44,0,5.5,0.525,0.7783,0,0,1
4575,9,9,0,0,45,0,5.0,0.4619047619047619,-0.6815,1,0,0
4576,15,15,1,1,100,1,6.666666666666667,0.1,-0.0258,0,1,0
4577,8,8,0,0,48,0,6.0,0.0,-0.0772,1,0,0
4578,8,8,0,0,34,0,4.25,0.6499999999999999,-0.25,1,0,0
4579,9,9,0,0,56,1,6.222222222222222,0.0,-0.5106,1,0,0
4580,13,13,1,1,90,1,6.923076923076923,0.0,-0.0258,0,1,0
4582,15,13,1,1,72,1,4.8,0.5,-0.5719,1,0,0
4584,9,8,0,0,56,1,6.222222222222222,0.5714285714285714,0.0258,0,1,0
4585,14,14,1,1,77,1,5.5,0.0,-0.3818,1,0,0
4587,12,12,1,1,87,1,7.25,0.0,-0.765,1,0,0
4588,15,15,1,1,85,1,5.666666666666667,1.0,-0.0577,1,0,0
4589,12,12,1,1,75,1,6.25,0.0,-0.3818,1,0,0
4590,14,14,1,1,65,1,4.642857142857143,0.13333333333333333,-0.6249,1,0,0
4592,9,9,0,0,63,1,7.0,0.0,-0.3818,1,0,0
4593,10,10,1,1,54,1,5.4,0.5,0.0772,0,0,1
4595,9,9,0,0,59,1,6.555555555555555,0.0,-0.3818,1,0,0
4596,11,11,1,1,57,1,5.181818181818182,0.0,-0.6249,1,0,0
4597,6,6,0,0,34,0,5.666666666666667,0.6,-0.3818,1,0,0
4598,10,10,1,1,61,1,6.1,0.5,0.6022,0,0,1
4599,11,11,1,1,59,1,5.363636363636363,0.1,-0.5574,1,0,0
4600,6,6,0,0,36,0,6.0,0.4,-0.3818,1,0,0
4601,13,13,1,1,65,1,5.0,0.9,0.296,0,0,1
4602,11,10,1,1,60,1,5.454545454545454,0.0,-0.3818,1,0,0
4604,18,16,1,1,88,1,4.888888888888889,0.0,-0.1027,1,0,0
4606,10,9,1,0,55,1,5.5,0.05,-0.3818,1,0,0
4607,9,8,0,0,64,1,7.111111111111111,0.0,-0.3818,1,0,0
4608,9,8,0,0,47,0,5.222222222222222,0.0,0.0,0,1,0
4609,18,16,1,1,78,1,4.333333333333333,0.7250000000000001,-0.3818,1,0,0
4610,18,17,1,1,107,1,5.944444444444445,0.1,0.4939,0,0,1
4611,8,8,0,0,44,0,5.5,0.0,-0.7096,1,0,0
4614,11,11,1,1,74,1,6.7272727272727275,0.0,-0.3818,1,0,0
4616,12,12,1,1,61,1,5.083333333333333,0.06666666666666667,-0.6369,1,0,0
4617,15,15,1,1,79,1,5.266666666666667,0.55,0.0258,0,1,0
4619,8,8,0,0,39,0,4.875,0.9,0.0772,0,0,1
4620,13,13,1,1,84,1,6.461538461538462,0.0,-0.3818,1,0,0
4622,13,13,1,1,75,1,5.769230769230769,0.2,0.3365,0,0,1
4624,12,9,1,0,54,1,4.5,0.0,-0.3818,1,0,0
4625,17,15,1,1,67,1,3.9411764705882355,0.75,-0.0258,0,1,0
4627,6,5,0,0,32,0,5.333333333333333,0.0,-0.3818,1,0,0
4628,14,11,1,1,84,1,6.0,0.0,-0.6369,1,0,0
4630,9,8,0,0,38,0,4.222222222222222,0.0,0.1779,0,0,1
4631,12,12,1,1,60,1,5.0,0.0,0.0772,0,0,1
4632,14,12,1,1,85,1,6.071428571428571,0.05,-0.6908,1,0,0
4634,16,15,1,1,74,1,4.625,0.9,-0.3818,1,0,0
4635,13,10,1,1,81,1,6.230769230769231,0.0,-0.6369,1,0,0
4637,8,8,0,0,34,0,4.25,0.9,0.0772,0,0,1
4639,12,11,1,1,87,1,7.25,0.25,-0.7845,1,0,0
4641,13,13,1,1,99,1,7.615384615384615,0.3833333333333333,-0.2023,1,0,0
4642,12,12,1,1,80,1,6.666666666666667,0.2,0.6249,0,0,1
4644,10,10,1,1,68,1,6.8,0.45454545454545453,-0.3818,1,0,0
4646,17,14,1,1,90,1,5.294117647058823,0.55,-0.3818,1,0,0
4649,7,7,0,0,33,0,4.714285714285714,0.0,0.0,0,1,0
4650,12,11,1,1,62,1,5.166666666666667,0.0,0.1779,0,0,1
4655,12,11,1,1,62,1,5.166666666666667,0.0,0.1779,0,0,1
4656,12,11,1,1,69,1,5.75,0.0,-0.1027,1,0,0
4657,17,17,1,1,102,1,6.0,0.0,-0.4404,1,0,0
4658,12,11,1,1,62,1,5.166666666666667,0.0,0.1779,0,0,1
4659,12,11,1,1,69,1,5.75,0.0,-0.1027,1,0,0
4661,16,13,1,1,78,1,4.875,0.7,-0.6369,1,0,0
4664,10,10,1,1,54,1,5.4,0.0,0.0,0,1,0
4666,4,4,0,0,25,0,6.25,0.0,0.1531,0,0,1
4667,10,10,1,1,56,1,5.6,0.7,-0.128,1,0,0
4669,12,11,1,1,69,1,5.75,0.0,-0.1027,1,0,0
4670,7,7,0,0,32,0,4.571428571428571,0.3,-0.2732,1,0,0
4671,12,11,1,1,62,1,5.166666666666667,0.0,0.1779,0,0,1
4672,12,11,1,1,69,1,5.75,0.0,-0.1027,1,0,0
4673,3,3,0,0,21,0,7.0,0.0,0.0,0,1,0
4674,6,6,0,0,28,0,4.666666666666667,0.3,-0.2732,1,0,0
4675,7,7,0,0,46,0,6.571428571428571,0.0,0.0,0,1,0
4677,4,4,0,0,31,0,7.75,0.0,0.0,0,1,0
4678,13,13,1,1,87,1,6.6923076923076925,0.5357142857142857,0.6486,0,0,1
4679,11,11,1,1,57,1,5.181818181818182,0.0,-0.4588,1,0,0
4680,7,7,0,0,32,0,4.571428571428571,0.3,-0.2732,1,0,0
4681,11,11,1,1,71,1,6.454545454545454,0.25,-0.3818,1,0,0
4682,9,9,0,0,53,1,5.888888888888889,0.0,-0.3947,1,0,0
4684,12,11,1,1,69,1,5.75,0.0,-0.1027,1,0,0
4687,11,11,1,1,71,1,6.454545454545454,0.14285714285714285,0.4215,0,0,1
4688,9,9,0,0,49,0,5.444444444444445,0.0,-0.4767,1,0,0
4689,8,8,0,0,45,0,5.625,0.0,-0.0516,1,0,0
4690,6,6,0,0,28,0,4.666666666666667,0.3,-0.2732,1,0,0
4691,12,11,1,1,69,1,5.75,0.0,-0.1027,1,0,0
4692,12,11,1,1,62,1,5.166666666666667,0.0,0.1779,0,0,1
4693,12,11,1,1,62,1,5.166666666666667,0.0,0.1779,0,0,1
4694,12,11,1,1,62,1,5.166666666666667,0.0,0.1779,0,0,1
4695,7,7,0,0,32,0,4.571428571428571,0.3,-0.2732,1,0,0
4696,14,14,1,1,86,1,6.142857142857143,0.6333333333333333,-0.6369,1,0,0
4697,12,12,1,1,63,1,5.25,0.1,-0.4404,1,0,0
4698,9,9,0,0,60,1,6.666666666666667,0.6022727272727273,0.0,0,1,0
4699,8,8,0,0,42,0,5.25,0.0,-0.4019,1,0,0
4700,7,7,0,0,41,0,5.857142857142857,0.0,0.4215,0,0,1
4702,6,6,0,0,29,0,4.833333333333333,0.3,0.4588,0,0,1
4703,7,7,0,0,32,0,4.571428571428571,0.0,0.0,0,1,0
4704,10,10,1,1,58,1,5.8,0.0,0.0,0,1,0
4705,9,9,0,0,43,0,4.777777777777778,0.7,-0.3832,1,0,0
4706,11,11,1,1,60,1,5.454545454545454,0.0,0.0,0,1,0
4707,6,6,0,0,38,0,6.333333333333333,0.0,-0.7906,1,0,0
4708,8,8,0,0,55,1,6.875,0.45,0.0,0,1,0
4709,6,4,0,0,19,0,3.1666666666666665,0.0,0.0,0,1,0
4710,10,10,1,1,55,1,5.5,0.0,-0.4019,1,0,0
4711,13,13,1,1,66,1,5.076923076923077,0.8,-0.128,1,0,0
4712,13,13,1,1,86,1,6.615384615384615,0.0,-0.0516,1,0,0
4713,8,8,0,0,40,0,5.0,0.0,0.0,0,1,0
4714,12,12,1,1,79,1,6.583333333333333,0.0,-0.6249,1,0,0
4715,14,13,1,1,74,1,5.285714285714286,0.5462962962962963,0.1226,0,0,1
4716,12,12,1,1,67,1,5.583333333333333,0.0,-0.5859,1,0,0
4717,9,9,0,0,61,1,6.777777777777778,0.0,-0.34,1,0,0
4719,6,6,0,0,33,0,5.5,0.0,0.0,0,1,0
4720,7,7,0,0,48,0,6.857142857142857,0.0,-0.34,1,0,0
4722,6,6,0,0,30,0,5.0,0.5,0.2263,0,0,1
4723,15,15,1,1,85,1,5.666666666666667,0.0,-0.7003,1,0,0
4724,7,6,0,0,38,0,5.428571428571429,0.0,0.0,0,1,0
4725,10,10,1,1,58,1,5.8,0.5,-0.8402,1,0,0
4726,12,12,1,1,65,1,5.416666666666667,0.0,0.3612,0,0,1
4729,5,5,0,0,32,0,6.4,0.0,0.0772,0,0,1
4730,7,6,0,0,32,0,4.571428571428571,0.8,-0.25,1,0,0
4731,11,11,1,1,78,1,7.090909090909091,0.6416666666666666,-0.2732,1,0,0
4732,10,10,1,1,71,1,7.1,0.0,0.0,0,1,0
4734,8,8,0,0,42,0,5.25,0.0,0.0,0,1,0
4735,9,7,0,0,62,1,6.888888888888889,0.0,-0.4404,1,0,0
4736,11,11,1,1,57,1,5.181818181818182,0.0,-0.25,1,0,0
4737,11,11,1,1,52,1,4.7272727272727275,1.0,-0.6486,1,0,0
4738,5,5,0,0,34,0,6.8,1.0,-0.5267,1,0,0
4739,13,13,1,1,63,1,4.846153846153846,0.0,-0.8591,1,0,0
4740,10,10,1,1,56,1,5.6,0.4,-0.6597,1,0,0
4742,11,11,1,1,72,1,6.545454545454546,0.0,-0.7003,1,0,0
4744,12,12,1,1,72,1,6.0,0.0,0.2732,0,0,1
4745,8,8,0,0,40,0,5.0,0.0,0.0,0,1,0
4747,10,10,1,1,54,1,5.4,0.625,0.0,0,1,0
4748,5,5,0,0,24,0,4.8,0.0,-0.5994,1,0,0
4749,6,6,0,0,41,0,6.833333333333333,0.0,0.0,0,1,0
4750,6,6,0,0,29,0,4.833333333333333,0.0,0.296,0,0,1
4752,11,11,1,1,60,1,5.454545454545454,0.5,-0.3818,1,0,0
4753,11,11,1,1,67,1,6.090909090909091,0.0,0.3412,0,0,1
4754,2,2,0,0,12,0,6.0,0.0,0.0,0,1,0
4755,10,10,1,1,63,1,6.3,0.5,0.1513,0,0,1
4757,9,9,0,0,61,1,6.777777777777778,0.0,-0.2263,1,0,0
4758,5,5,0,0,22,0,4.4,0.0,0.0,0,1,0
4759,12,12,1,1,73,1,6.083333333333333,0.95,-0.5719,1,0,0
4760,14,13,1,1,77,1,5.5,0.55,-0.7579,1,0,0
4762,6,6,0,0,45,0,7.5,0.0,0.0,0,1,0
4765,12,12,1,1,68,1,5.666666666666667,0.3,-0.3182,1,0,0
4766,7,7,0,0,42,0,6.0,0.0,0.0,0,1,0
4768,16,16,1,1,92,1,5.75,0.125,0.0,0,1,0
4769,13,13,1,1,58,1,4.461538461538462,0.42727272727272725,-0.7003,1,0,0
4770,4,4,0,0,18,0,4.5,0.0,0.0,0,1,0
4771,9,9,0,0,55,1,6.111111111111111,0.0,0.0,0,1,0
4773,18,17,1,1,87,1,4.833333333333333,0.5666666666666668,-0.7964,1,0,0
4774,10,10,1,1,65,1,6.5,0.0,0.1531,0,0,1
4775,13,13,1,1,70,1,5.384615384615385,0.5666666666666668,-0.7964,1,0,0
4777,10,10,1,1,57,1,5.7,0.0,-0.34,1,0,0
4778,17,17,1,1,90,1,5.294117647058823,0.5666666666666668,-0.7964,1,0,0
4779,12,11,1,1,50,0,4.166666666666667,0.27499999999999997,-0.7579,1,0,0
4782,12,12,1,1,61,1,5.083333333333333,0.2833333333333333,-0.5859,1,0,0
4783,10,10,1,1,62,1,6.2,0.0,-0.3818,1,0,0
4784,14,13,1,1,72,1,5.142857142857143,0.0,-0.5994,1,0,0
4785,12,12,1,1,61,1,5.083333333333333,0.0,-0.2732,1,0,0
4786,9,9,0,0,55,1,6.111111111111111,0.9,0.296,0,0,1
4787,15,13,1,1,70,1,4.666666666666667,0.5666666666666668,-0.7964,1,0,0
4788,8,8,0,0,43,0,5.375,0.0,-0.34,1,0,0
4789,7,7,0,0,35,0,5.0,0.25,0.0,0,1,0
4790,15,15,1,1,74,1,4.933333333333334,0.5666666666666668,-0.7964,1,0,0
4791,9,9,0,0,48,0,5.333333333333333,0.3,0.2263,0,0,1
4793,7,7,0,0,35,0,5.0,0.0,-0.34,1,0,0
4794,13,13,1,1,83,1,6.384615384615385,0.4,-0.0516,1,0,0
4795,9,8,0,0,49,0,5.444444444444445,0.0,0.0,0,1,0
4797,3,3,0,0,9,0,3.0,0.0,-0.34,1,0,0
4798,12,9,1,0,68,1,5.666666666666667,0.3,0.0,0,1,0
4799,7,7,0,0,40,0,5.714285714285714,0.625,0.0,0,1,0
4800,10,10,1,1,48,0,4.8,0.1,-0.34,1,0,0
4802,8,8,0,0,45,0,5.625,0.35000000000000003,0.128,0,0,1
4803,11,10,1,1,67,1,6.090909090909091,0.0,-0.25,1,0,0
4807,10,10,1,1,57,1,5.7,0.0,-0.34,1,0,0
4808,8,8,0,0,44,0,5.5,0.0,-0.5267,1,0,0
4809,14,11,1,1,64,1,4.571428571428571,0.0,-0.3612,1,0,0
4810,7,7,0,0,44,0,6.285714285714286,0.0,0.0,0,1,0
4812,14,13,1,1,75,1,5.357142857142857,0.4916666666666667,-0.4588,1,0,0
4813,13,13,1,1,81,1,6.230769230769231,0.45454545454545453,-0.2732,1,0,0
4814,7,7,0,0,40,0,5.714285714285714,0.0,-0.4588,1,0,0
4819,7,7,0,0,39,0,5.571428571428571,0.375,0.0,0,1,0
4820,13,13,1,1,75,1,5.769230769230769,0.0,0.0,0,1,0
4821,7,7,0,0,40,0,5.714285714285714,0.0,-0.4588,1,0,0
4823,10,10,1,1,53,1,5.3,0.0,-0.5994,1,0,0
4825,9,8,0,0,47,0,5.222222222222222,1.0,0.0,0,1,0
4826,11,11,1,1,53,1,4.818181818181818,0.06666666666666667,-0.5859,1,0,0
4828,17,17,1,1,94,1,5.529411764705882,0.4,-0.25,1,0,0
4829,9,9,0,0,78,1,8.666666666666666,0.4,0.0,0,1,0
4830,12,12,1,1,89,1,7.416666666666667,0.0,0.0,0,1,0
4831,16,13,1,1,84,1,5.25,0.2661904761904762,-0.0258,0,1,0
4832,11,11,1,1,68,1,6.181818181818182,0.1,0.2732,0,0,1
4833,11,10,1,1,47,0,4.2727272727272725,0.0,-0.2732,1,0,0
4834,12,11,1,1,66,1,5.5,0.1,-0.4588,1,0,0
4835,9,9,0,0,50,0,5.555555555555555,0.5,0.0,0,1,0
4836,8,8,0,0,51,0,6.375,0.0,-0.4588,1,0,0
4840,15,14,1,1,87,1,5.8,0.09999999999999999,0.0772,0,0,1
4842,13,13,1,1,71,1,5.461538461538462,0.4,0.0,0,1,0
4843,13,13,1,1,76,1,5.846153846153846,0.5,0.0516,0,0,1
4844,11,10,1,1,65,1,5.909090909090909,0.58,0.9423,0,0,1
4845,11,11,1,1,71,1,6.454545454545454,0.6,-0.1779,1,0,0
4846,10,10,1,1,53,1,5.3,0.03333333333333333,0.0,0,1,0
4847,8,8,0,0,51,0,6.375,0.0,0.4215,0,0,1
4848,16,16,1,1,98,1,6.125,0.0,-0.1531,1,0,0
4849,9,8,0,0,52,1,5.777777777777778,0.0,-0.4588,1,0,0
4850,6,6,0,0,34,0,5.666666666666667,0.0,0.0,0,1,0
4852,14,14,1,1,70,1,5.0,0.3666666666666667,0.1027,0,0,1
4853,13,13,1,1,58,1,4.461538461538462,0.42727272727272725,-0.7003,1,0,0
4854,8,8,0,0,44,0,5.5,0.0,-0.34,1,0,0
4856,10,8,1,0,58,1,5.8,1.0,-0.6597,1,0,0
4857,12,12,1,1,66,1,5.5,0.5,0.1027,0,0,1
4858,12,12,1,1,73,1,6.083333333333333,0.5,-0.6124,1,0,0
4859,11,10,1,1,56,1,5.090909090909091,0.0,-0.2263,1,0,0
4860,8,8,0,0,36,0,4.5,0.0,-0.34,1,0,0
4864,7,7,0,0,35,0,5.0,0.45454545454545453,0.0,0,1,0
4866,13,13,1,1,64,1,4.923076923076923,0.5,0.5267,0,0,1
4867,7,7,0,0,39,0,5.571428571428571,0.6666666666666666,-0.5106,1,0,0
4868,11,10,1,1,39,0,3.5454545454545454,0.2,0.5859,0,0,1
4869,5,5,0,0,32,0,6.4,0.0,0.0,0,1,0
4870,12,12,1,1,54,1,4.5,0.7,0.2023,0,0,1
4872,10,9,1,0,42,0,4.2,0.2,0.5574,0,0,1
4874,14,13,1,1,77,1,5.5,0.0,0.2023,0,0,1
4875,8,8,0,0,50,0,6.25,0.0,0.0,0,1,0
4876,9,9,0,0,46,0,5.111111111111111,0.5666666666666668,0.1027,0,0,1
4877,15,13,1,1,54,1,3.6,0.3666666666666667,0.7717,0,0,1
4878,7,7,0,0,39,0,5.571428571428571,0.6,0.0,0,1,0
4879,8,8,0,0,46,0,5.75,0.0,-0.765,1,0,0
4881,6,6,0,0,22,0,3.6666666666666665,0.0,0.3612,0,0,1
4882,11,11,1,1,59,1,5.363636363636363,0.0,0.0,0,1,0
4883,4,4,0,0,18,0,4.5,1.0,0.5994,0,0,1
4884,11,10,1,1,45,0,4.090909090909091,0.0,0.1779,0,0,1
4887,13,13,1,1,64,1,4.923076923076923,0.5,0.5267,0,0,1
4888,8,7,0,0,98,1,12.25,0.0,0.0,0,1,0
4889,8,8,0,0,51,0,6.375,0.0,0.0,0,1,0
4890,3,3,0,0,9,0,3.0,0.0,0.0,0,1,0
4891,13,13,1,1,64,1,4.923076923076923,0.5,0.5267,0,0,1
4892,4,4,0,0,20,0,5.0,0.0,0.0,0,1,0
4893,6,6,0,0,27,0,4.5,0.0,0.0,0,1,0
4894,14,14,1,1,79,1,5.642857142857143,0.5,-0.4404,1,0,0
4895,3,3,0,0,16,0,5.333333333333333,0.175,-0.3612,1,0,0
4896,10,9,1,0,51,0,5.1,1.0,-0.4588,1,0,0
4897,6,6,0,0,20,0,3.3333333333333335,0.0,0.2732,0,0,1
4898,11,11,1,1,82,1,7.454545454545454,0.3466666666666667,-0.0828,1,0,0
4899,13,13,1,1,64,1,4.923076923076923,0.5,0.5267,0,0,1
4900,6,6,0,0,30,0,5.0,0.6,-0.4939,1,0,0
4901,3,3,0,0,13,0,4.333333333333333,0.0,0.0,0,1,0
4903,13,13,1,1,64,1,4.923076923076923,0.5,0.5267,0,0,1
4905,7,7,0,0,39,0,5.571428571428571,0.0,0.0,0,1,0
4906,3,3,0,0,16,0,5.333333333333333,0.0,0.0,0,1,0
4908,4,4,0,0,14,0,3.5,0.5,0.3612,0,0,1
4909,4,4,0,0,22,0,5.5,0.0,0.0,0,1,0
4910,13,13,1,1,69,1,5.3076923076923075,0.5333333333333333,0.128,0,0,1
4911,8,8,0,0,37,0,4.625,0.0,0.2732,0,0,1
4912,9,9,0,0,47,0,5.222222222222222,1.0,0.0772,0,0,1
4913,12,12,1,1,65,1,5.416666666666667,1.0,-0.4767,1,0,0
4914,14,13,1,1,63,1,4.5,0.2,-0.296,1,0,0
4915,3,3,0,0,19,0,6.333333333333333,0.4,-0.4767,1,0,0
4917,13,11,1,1,46,0,3.5384615384615383,0.4,-0.1531,1,0,0
4918,6,6,0,0,36,0,6.0,0.0,0.0,0,1,0
4919,16,16,1,1,75,1,4.6875,0.6666666666666666,0.0,0,1,0
4920,16,16,1,1,77,1,4.8125,0.6272727272727273,0.5574,0,0,1
4922,6,6,0,0,36,0,6.0,0.0,0.0,0,1,0
4923,8,8,0,0,52,1,6.5,0.5,0.0,0,1,0
