id,target
9477,0
9478,0
9479,0
9483,0
9487,1
9494,0
9497,1
9498,1
9506,0
9512,0
9514,1
9515,0
9516,0
9517,0
9518,0
9521,1
9523,0
9527,1
9528,0
9530,0
9532,0
9534,1
9535,0
9536,0
9543,0
9544,0
9545,1
9546,0
9549,0
9558,0
9560,0
9561,0
9570,1
9573,0
9578,0
9584,1
9587,0
9588,1
9599,0
9601,1
9604,0
9614,0
9615,0
9621,0
9622,0
9623,0
9624,1
9626,1
9628,0
9630,1
9631,0
9633,0
9635,1
9637,1
9641,1
9647,0
9648,0
9649,1
9658,0
9662,0
9668,0
9671,1
9676,1
9677,0
9679,1
9682,1
9685,0
9689,0
9692,0
9693,0
9694,0
9696,1
9700,0
9711,0
9713,0
9720,0
9721,1
9725,0
9726,0
9727,1
9735,0
9740,1
9742,1
9743,1
9747,1
9748,0
9751,0
9758,0
9767,0
9768,1
9773,0
9777,0
9781,0
9784,0
9786,1
9789,0
9792,0
9793,0
9798,0
9799,0
9802,0
9803,0
9804,1
9805,0
9807,0
9809,0
9811,0
9814,1
9817,0
9821,0
9824,0
9825,0
9827,0
9839,0
9840,1
9843,1
9844,0
9845,0
9847,0
9848,0
9851,0
9852,0
9855,0
9856,0
9863,1
9867,0
9871,0
9876,0
9879,0
9882,1
9891,1
9892,0
9893,1
9895,0
9899,1
9900,0
9902,0
9903,0
9904,0
9908,0
9913,0
9914,1
9917,0
9922,0
9924,0
9926,0
9927,1
9928,0
9929,0
9936,1
9939,0
9947,0
9951,0
9954,0
9956,0
9957,0
9959,0
9962,0
9964,0
9966,0
9968,0
9969,1
9970,0
9975,0
9977,0
9981,0
9993,0
9996,0
9997,0
9999,0
10002,0
10007,0
10015,0
10019,0
10022,0
10024,1
10026,0
10033,0
10043,0
10046,0
10051,0
10053,0
10062,0
10063,0
10065,1
10068,0
10078,0
10086,0
10094,0
10095,0
10096,0
10097,0
10103,1
10104,0
10108,0
10122,0
10123,0
10128,1
10131,0
10133,0
10134,0
10135,0
10145,0
10148,0
10154,1
10155,1
10158,1
10160,0
10161,0
10162,0
10165,0
10166,0
10167,1
10170,1
10178,0
10180,1
10181,0
10185,1
10188,1
10190,1
10196,1
10200,0
10205,1
10211,0
10216,0
10219,0
10221,0
10225,1
10227,0
10228,0
10230,0
10232,1
10233,0
10235,0
10238,0
10240,0
10242,1
10248,0
10254,1
10257,0
10261,0
10262,0
10266,0
10267,0
10271,1
10277,0
10279,1
10281,0
10282,1
10285,0
10292,0
10298,0
10300,0
10309,0
10311,0
10312,0
10319,0
10324,1
10326,0
10328,1
10343,1
10346,0
10347,0
10353,1
10354,1
10356,0
10357,1
10362,0
10363,0
10370,0
10373,0
10386,0
10388,1
10389,1
10391,0
10397,1
10400,0
10403,1
10404,0
10408,1
10417,1
10425,0
10435,1
10437,0
10438,1
10440,0
10442,0
10447,0
10452,0
10453,1
10454,0
10459,0
10460,0
10463,0
10465,0
10469,0
10474,0
10475,0
10476,1
10477,0
10480,1
10491,1
10493,0
10494,0
10495,0
10497,0
10501,0
10504,0
10507,0
10509,1
10510,1
10512,0
10514,1
10526,0
10528,0
10530,0
10531,0
10532,0
10538,0
10539,0
10542,0
10547,0
10549,0
10556,0
10569,1
10572,1
10577,1
10579,0
10586,0
10594,1
10595,0
10597,1
10602,0
10604,0
10614,0
10617,1
10618,1
10619,0
10624,1
10633,1
10634,0
10635,0
10638,0
10639,1
10642,0
10643,0
10645,0
10646,1
10649,1
10652,0
10653,0
10654,1
10661,0
10664,0
10668,1
10670,0
10674,0
10683,0
10694,0
10697,0
10699,1
10701,0
10703,0
10713,1
10714,1
10716,0
10717,1
10719,1
10725,0
10728,0
10734,0
10738,0
10740,0
10742,0
10756,0
10757,0
10758,0
10761,1
10762,1
10773,0
10778,1
10781,1
10791,0
10792,0
10796,1
10797,0
10801,1
10804,0
10806,0
10807,1
10816,0
10820,0
10828,0
10836,1
10838,0
10845,1
10856,0
10857,1
10858,0
10861,0
10865,0
10868,0
10874,1
10875,0
